Review,Product,Rating,Username,Date
"packing-nya mengecewakan sekali. kardus tidak di-tape, tidak ada plastik apapun, hanya dibiarkan terbuka. siapapun bisa membukanya dengan mudah. dan lagi, bubble wrap-nya hanya selapis. sangat mengecewakan padahal saya berbelanja di toko official.",Skin Game Theory of Everything,bintang 2,e***a,Lebih dari 1 tahun lalu
"datang dalam keadaan rembes, cairan berkurang 10ml, diperkuat sealernya ya",Skin Game Daily Kind Facial Wash,bintang 2,T***o,7 bulan lalu
"kalo ga dichat, pesanan engga di konfirm, kalo engga di chat, barang pasti ga dianter2, paket tiba diluar estimasi sampai dng kurir next day, padahal lgi butuh cepat",Skin Game Acne Warrior,bintang 2,A***i,8 bulan lalu
No review found,Skin Game Acne Warrior 10 gr,bintang 2,Sena,6 bulan lalu
"pake yg kecil cocok, tp pas coba yg ini ga cocok. jerawat ga ilang, malah mendem jadi benjolan gosong tp ga ilang2 lama banget. keluar enggak ilang jg enggak. trus nimbulin jerawat ditempat lain dikulit yg mulus2 aja. sebel bgt",Skin Game Acne Warrior,bintang 2,c***e,Lebih dari 1 tahun lalu
Malah bikin tambah banyak jerawat😢😢😔😔☹️☹️☹️,Skin Game Acne Warrior 10 gr,bintang 2,P***i,Lebih dari 1 tahun lalu
"barang bagus, tapi pelayanan sellernya kurang bagus, udah komplain 3 hari senin - rabu kok barang di pick up enggak di ambil2, ternyata lupa di kasihin ke kurir, jawabannya berteletele",Skin Game Acne Warrior,bintang 2,A***i,Lebih dari 1 tahun lalu
Belum 3 bulan udah oksidasi warnanya jadi kuning,Skin Game Daily Kind Moisturizer,bintang 2,A***a,Lebih dari 1 tahun lalu
"Packingnya kurang aman untuk benda cair, produknya tumpah. Karena kemasan essence nya tidak transparant, jdi tidak tau tumpahnya seberapa",Theory of Everything,bintang 2,Khairunisa,Lebih dari 1 tahun lalu
"Kalo utk packaging ok bgt ya rapi but fungsionalitas dari yang pore armour abis dibilas jadi putih kaya gini pas nyoba ke sodara aku, terus dia ga ngilangin komedo samsek :(( kalo yang acne warrior jg ga ngefek sih di wajahku, kempes ngga, kering ngga, bikin mateng jg ngga even setelah 3 hari pemakaian",Bundle A (1 Pore Armor & Acne Warrior),bintang 2,G***y,Lebih dari 1 tahun lalu
ga ngaruh apa apa,Skin Game Acne Warrior 10 gr,bintang 2,nadira,Lebih dari 1 tahun lalu
Produk kurang cocok,Skin Game Bundle D (Theory of Everything & Acne Warrior),bintang 2,G***e,Lebih dari 1 tahun lalu
"Susah diblend, lama2 malah jadi peeling aneh banget 😨 susah nyerep juga 😵‍💫",Skin Game Cloud Sunscreen 15gr dan 80gr,bintang 2,F***h,Lebih dari 1 tahun lalu
"Barang sesuai deskripsi, isi paket aman. Cuma ternyata ini whitecast bikin muka jadi belang abu-abu dempul banget kalau dipakai dosis anjuran sunscreen 1/4 sendok teh. Memang ga lengket, cuma bikin muka jadi kerasa kering ketarik kesat terus jadi gatal malahan. Kalau kena keringat langsung luntur kacau whitecastnya patchy dimana-mana.",Skin Game Cloud Sunscreen 15gr dan 80gr,bintang 2,N***n,Lebih dari 1 tahun lalu
"Isinya pink hero wkwkwkwk sama aja kya beli harga normal :(

mana penyok:(",Skin Game Mystery Box,bintang 2,s***h,Lebih dari 1 tahun lalu
Maaf banget tp ini susah banget diratainnya dan whitecast parah. Bikin kulit jadi kering banget,Skin Game Cloud Sunscreen 15gr dan 80gr,bintang 2,C***a,Lebih dari 1 tahun lalu
"warna nya kuning, entah karena apa",Skin Game Theory of Everything,bintang 2,Y***I,4 bulan lalu
abis pake ini besokannya langsung muncul banyak jerawat2 kecil 😭😭 ,Skin Game Theory of Everything,bintang 3,M***a,Lebih dari 1 tahun lalu
Isinya berantakan,Skin Game Pink Hero,bintang 3,S***a,Lebih dari 1 tahun lalu
bikin aku jerawatan :(,Skin Game Pink Hero,bintang 3,ICHA,Lebih dari 1 tahun lalu
"tidak cocok di kulit saya yang kombinasi berjerawat, udah dipake seminggu tetep nge-trigger jerawat, jadi tidak saya pakai, klo ad yg mau beli dari saya harga miring boleh kontak saya😁",Skin Game Daily Kind Moisturizer,bintang 3,Lucky,Lebih dari 1 tahun lalu
isi lumayan dikit hanya setengah botol tp pengiriman cepat,Acne Warrior,bintang 3,jessica,Lebih dari 1 tahun lalu
"agak bruntusan di kulit, untuk service admin 👍",Skin Game Daily Kind Moisturizer,bintang 3,Agnecia,Lebih dari 1 tahun lalu
isinya gk full.tengah nya kosong baru di pake se ujung ujung nya pas nyampe tengah langsung merosot ke ujung bawah kwkkw parah.tapi product nya aku cocok makasih.tp lain Kali jujur lahhh jangan tengah nya dibkosongin  ujung atas bawah nya Aja yg diiisi hehe,Acne Warrior,bintang 3,A***M,Lebih dari 1 tahun lalu
"Udah 3 hari pake , menurut aku B aja sik, mungkin ga ngaruh di aku, apa lg jerawat gede cuma 1 jerawat ga ada reaksi apa2, cm bagusnya ga bikin kering aja sih, mungkin utk jerawat kecil ngaruh, jadi pas di oles ga tau ada efek bekerja atau ga but it’s okay",Acne Warrior,bintang 3,S***a,Lebih dari 1 tahun lalu
sudah saya pakai. efeknya biasa saja. mungkin emang membetikan efek berbeda tiap individu.,Acne Warrior,bintang 3,Sheba,Lebih dari 1 tahun lalu
Beli atas rekomendasi temen.. Tapi di saya kayaknya kurang ngefek yaa? Gak ada perubahan berarti pasa jerawat setelah 2 malam pake. Akhirnya yaa sembuh sendiri aja.,Acne Warrior,bintang 3,F***a,Lebih dari 1 tahun lalu
Tutup botol serum dan tutup pump (yg plastik) nyatu ga bisa dibuka. Buka serumnya jadinya manual ga pake pump. Jadi khawatir ga bersih krn skrg ngambil serumnya nyendok.,Skin Game Acne Duo (Acne Warrior & Acne Combat),bintang 3,P***a,Lebih dari 1 tahun lalu
Bau banget belerang,Skin Game Acne Warrior,bintang 3,Rita,Lebih dari 1 tahun lalu
belum ada perubahan signifikan ya.. jerawat belum kempes,Skin Game Acne Combat Serum,bintang 3,Andrea,Lebih dari 1 tahun lalu
No review found,Acne Warrior,bintang 3,Yuniar,Lebih dari 1 tahun lalu
dapet tekstur sudah keras dan menggumpal,Skin Game Acne Warrior,bintang 3,B***y,Lebih dari 1 tahun lalu
"diterima dalam keaadan bocor seperti bekas lubang paku jd isinya tumpah, jadi aku lem biar isinya gak tumpah
baru pertama belanja disini malah kecewa padahal official store
malas aja mau complain, ntar lama lagi prosesnya",Skin Game Daily Kind Facial Wash,bintang 3,M***a,Lebih dari 1 tahun lalu
teksturnya kental banget. di aku kurang ngefek sih. probably ga beli lagi,Skin Game Acne Warrior 10 gr,bintang 3,M***a,Lebih dari 1 tahun lalu
Botol semprotnya suka ngawur arahnya,Skin Game Acne Combat Serum,bintang 3,Mikata,Lebih dari 1 tahun lalu
"produk baguss sering repurchase, tapi suka kesel sama pumpnya , isi masi banyak tapi gk kluar di pump2 ,susah kali pump nya",Skin Game Daily Kind Moisturizer,bintang 3,Setiawan,Lebih dari 1 tahun lalu
Packaging botol nya dari plastik dan super ringan ga kerasa mahal..,Skin Game Rest Facial Oil 15 ml,bintang 3,G***e,Lebih dari 1 tahun lalu
kurang cocok. malah memperparah jerawat saya,Skin Game Acne Warrior 10 gr,bintang 3,A***a,Lebih dari 1 tahun lalu
ga ada perubahan pada jerawat,Skin Game Acne Warrior 10 gr,bintang 3,Marianna,Lebih dari 1 tahun lalu
kemasannya kurang. padahal ekspektasi aku tinggi ke skingame... krn pertama kali coba beli. tp kenapa yg datang begini yaa. semoga kedepannya packaging bisa lebih aman dan ada kardusnya lagi... ini cuma dilapisin langsung sm bubble wrap,Skin Game Daily Kind Moisturizer,bintang 3,Zhaza,Lebih dari 1 tahun lalu
"Hallo seller, ini pertama kalimya beli skin game acne warrior, ini salah satu woshlist ku sampe nabung nyisihin uang, eh pas ke checkout pengirimannya lama banget, estimasi tima tanggal 6, aku CO tanggal 1 baru sampe tanggal 8, padahal cuma dr jakarta ke jogja aja. terus pengirimannya pas aku cek malah lwt makassar, aneh bgt, karna uda sering beli barang di jakarta, paling lama 4 hari sampe, agak khawatir sbnrnya sama stabilitas obat dan sediaan produknya, tapi packaging aman si, semoga gapapa ya dan ngasi efek, walau teksturnya agak lengket dan warnanya ga bening ternyata, berharap banget sama produk ini, makasih",Skin Game Acne Warrior,bintang 3,A***l,Lebih dari 1 tahun lalu
"Belum dipake paket sampe dg cepat sayang kenapa pas dibuka kemasannya harusnya dicover atau diseal ,just little input pas dibuka pada tumpahan dikit si untung pelan pelan bukanya kalau agak buru2 bisa tumpah banyak

",Pore Armor,bintang 3,Lela,Lebih dari 1 tahun lalu
"Tidak terlalu bekerja dikulitku, malahan bisa dibilang ga bekerja, but it’s okay",Acne Warrior,bintang 3,n***a,Lebih dari 1 tahun lalu
"Produk yang dinanti-nanti pas sampe malah kecewa dengan packagingnya. Kardusnya gak diberi perekat sama sekali, untungnya produk gak jatuh dan aman",Skin Game Acne Warrior,bintang 3,F***a,Lebih dari 1 tahun lalu
"Terima kasih tapi dalam masalah membasmi komedo produk ini gak sebagus H.D.P Pore-Stamping Black Mask EX. Apalagi ada sisa clay putih di area T yang suliiit sekali dibasuh. Saya cukup berpengalaman menggunakan clay mask, ya saya tidak berharap ini akan sebaik clay mask Innisfree tapi bahkan masker Sari Ayu lebih mudah dibasuh ketimbang Skingame ini. Mohon ditingkatkan formulasinya ya",Skin Game Pore Armor,bintang 3,H***a,Lebih dari 1 tahun lalu
beli ini tujuannya untuk kurangi minyak wajah. basically zero result di hari ke 2 pakai. kalau ada hasil di hari ke 7 saya rubah ratingnya,Skin Game Pore Armor,bintang 3,a***i,Lebih dari 1 tahun lalu
"Beli tanggal 3 Juni. langsung barang cepat dikemas dan kirim. barang sampai tanggal 5. 

start dari tanggal 5 sampai 19 saya gunakan (2 Minggu) rutin setiap malam 8 jam, tidak ada perubahan sama sekali. Tapi cukup senang melihat banyak review kalian yang cocok. balik lagi skincare cocok cocokan. di tipe saya yg super sensitif dan tiba tiba jerawatan, malah engga mengatasi sama sekali",Skin Game Acne Warrior 10 gr,bintang 3,d***s,Lebih dari 1 tahun lalu
Acne warriornya tengahnya ksg gt ya? Soalnya br pke 2 kali dkit ud tgal sgitu 😂 trs yg pore warrior masukkana j kekny better ditutupin something de soalnya ps d buka berantakan bbuk2nya,Bundle A (1 Pore Armor & Acne Warrior),bintang 3,O***a,Lebih dari 1 tahun lalu
"biasa aja, gakbada efek sm skali, masih bagus pore armor tpi udh gak diproduksi :(",Skin Game Pink Hero,bintang 3,kuz,9 bulan lalu
"kurir nya lamaaa, 2 hari gaada pergerakan",Skin Game Acne Warrior,bintang 3,rio,Lebih dari 1 tahun lalu
bismillah semoga cocok baru nyoba soalnya ,Skin Game Bundle D (Theory of Everything & Acne Warrior),bintang 3,Syfa,Lebih dari 1 tahun lalu
"pake 1 malem aja jd obat totol lsg kempes donggg jerawat di dahi. 4 hari agak-agak kalem dan gak kemerahan lagi. tekstur pasta padat, jg emg ga enak buat dibaur/oles, ditotol aja ya. sayang bgt pengirimannya lamaaa pisan. ",Skin Game Acne Warrior,bintang 3,P***i,Lebih dari 1 tahun lalu
"Cocok2an aja klo produknya. Soal pelayanan, pengiriman, kemasan semua okay ⭐️⭐️⭐️⭐️⭐️",Skin Game Acne Warrior 10 gr,bintang 3,C***e,6 bulan lalu
"Kirain dapet botolnya juga, tau ya semprotannya doang. Salah saya sendiri ternyata. Hehehehe. Berarti nanti tinggal beli toner nya biar semprotannya bisa dipake ...",Skin Game Spray Kind Toner,bintang 3,N***t,2024-01-27
I’m so sad because this product didn’t works on my acne prone skin 💔,Skin Game Daily Kind Moisturizer,bintang 3,C***y,Lebih dari 1 tahun lalu
kurang moist,Skin Game Daily Kind Moisturizer 50 ml,bintang 3,J***a,6 bulan lalu
Proses dari seller cepat tapi produknya kurang efektif huhu,Skin Game Acne Warrior,bintang 3,Dominika,Lebih dari 1 tahun lalu
Aku kurang cocok pakenya. Jd jerawatan🥲,Skin Game Daily Kind Facial Wash,bintang 3,Lolita,Lebih dari 1 tahun lalu
"Barangnya diterima dalam keadaan baik, cuma sampainya agak lama karena diproses dulu barangnya 3 hari baru setelah itu akhirnya dikirim",Skin Game Acne Warrior,bintang 3,A***a,Lebih dari 1 tahun lalu
biasa saja,Skin Game Acne Warrior,bintang 3,safitri,Lebih dari 1 tahun lalu
ga ada perubahan ,Acne Warrior,bintang 3,Achmad,Lebih dari 1 tahun lalu
"kardusnya ga diberi pelekat atau lem, untung isinya ga jatuh",Skin Game Acne Warrior,bintang 3,Putri,Lebih dari 1 tahun lalu
Kecil banget bunda.. mending beli yang gede sekalian kalo harganya segini mah. Overprice ah..,Skin Game Acne Warrior 10 gr,bintang 3,J***e,Lebih dari 1 tahun lalu
"sampe kaget, ini aku beli di official kan? kok tanpa bubble wrap samsek, pas dicek bener dong penyok, untung gk smpe bocor. tingkatkan lg packaging nya.",Skin Game Daily Kind Moisturizer,bintang 3,T***h,Lebih dari 1 tahun lalu
"Kurang cocok di kulit kering, tone upnya agak abu di kulit langsat, kalo kena air dan keringet banyak lsng luntur dan cemong putih.",Skin Game Cloud Sunscreen 15gr dan 80gr,bintang 3,D***y,Lebih dari 1 tahun lalu
Cepat meresap. Tapi Klo dipake keringetan gampang luntur,Skin Game Cloud Sunscreen 15gr dan 80gr,bintang 3,E***Y,Lebih dari 1 tahun lalu
"pengiriman sengaja pakai gosend biar cepat, tapi ternyata ga dikirim2 setelah 2 hari, malah disuruh reorder dengan alasan bakal dapet kompensasi, taunya pas reorder sampenya pun malam bgt, kompensasi yg dijanjikan gada, udh beberapa kali beli baru kali ini kecewa",Skin Game Kind Watery Moisturizer - Pelembab Wajah (Skin Barrier),bintang 3,Firman,2 bulan lalu
No review found,Skin Game Kind Cream Moisturizer - Pelembab Wajah (Skin Barrier),bintang 3,H***i,2 bulan lalu
"Baunya agak aneh, apek dan bau besi seperti dr tempatnya. Saya pernah pakai sabun lain yg tanpa bau, tp ga pernah spt ini. Jd kurang nyaman pakainya dan sampai skrg masih ada",Skin Game Kind Hydrating Facial Wash - Sabun Cuci Muka,bintang 3,J***e,4 bulan lalu
"order dari tgl 6 sampenya tgl 20 wkwk penuh drama bgt sampe kardusnya gada bentuk, tp barang aman.",Skin Game Kind Watery Moisturizer - Pelembab Wajah (Skin Barrier),bintang 3,M***s,2024-02-20
"pumpnya jelek sekali, pas dipakai malah muncrat2. Uda habis 1 botol tp belum ada perubahan untuk kulit jerawat sedang",Skin Game Spot Guard Serum,bintang 3,V***a,5 bulan lalu
No review found,Skin Game Daily Kind Moisturizer,bintang 3,Ali,9 bulan lalu
"Bedak nya brantakan ,pas dibuka brall kluar serbuk2 bedaknya , lain kali di perbaiki lagi , biar isinya rapi ",Pore Armor,bintang 4,Toppers30596331,Lebih dari 1 tahun lalu
Cocok dikulit. Buat jerawat jadi cepet kering. Buat maskernya buat komedo jadi cepet keluar juga,Bundle A (1 Pore Armor & Acne Warrior),bintang 4,M***a,Lebih dari 1 tahun lalu
Katane nyonyahe ... barang bagus rekommended pokoke ... seller jg fast respon lanjutkan min,Acne Warrior,bintang 4,ARYanuarianto,Lebih dari 1 tahun lalu
Seneng sama merk ini tapi buat serum udh kedua kali beli tp Pup nya tetep susah banget kak ngk kluar2 :(,Skin Game Acne Combat Serum,bintang 4,bella,Lebih dari 1 tahun lalu
"Sebenernya aku suka banget produknya! Meresapnya cepat banget ke kulit, ga lengket dan greasy, nyaman, daan kebetulan cocok karena bekas jerawatku emang jadi lebih memudar (tidak 100% hilang begitu saja dan tentunya butuh prosesnya ya bestie~), TAPIII yang menurutku skin game harus perhatikan lagi adalah pemilihan packaging. Pump-nya agak keras, lalu produk yang keluar malah jadi “loncat” dan banyak terbuang (entah di leher botol atau terjun bebas). Sedih hiks. Mungkin jika ada konsiderasi untuk improve pump-nya, aku akan kasih ✨bintang 5✨ hehehe.",Skin Game Spot Guard Serum,bintang 4,n***a,Lebih dari 1 tahun lalu
Cocok buat kulit gelap. Gampang dipakai. Desainnya lucu. Hasilnya matte. Ukurannya compact. Berkilau di kulit ✨.,Skin Game Happy Hue - Haha 10 gr,bintang 4,W***e,Lebih dari 1 tahun lalu
"cepet banget sampenya, mantap",Skin Game Acne Warrior,bintang 4,hanif,Lebih dari 1 tahun lalu
"Pumpnya sepertinya agak kurang cocok dengan tekstur serumnya. Bisa menjadi pertimbangan utk redesign packaging/pump nya krn agak struggle utk mengeluarkan serum dgn pump (jadi berantakan krn sprayed kemana2). 
Ini trial pertama menggunakan skingame, semoga cocok",Skin Game Spot Guard Serum,bintang 4,J***i,Lebih dari 1 tahun lalu
"Agak lambat kinerjanya di kulit saya, seminggu pakai masih ada yang belum sembuh :/",Acne Warrior,bintang 4,Danish,Lebih dari 1 tahun lalu
"susah banget pas bersihkan ya
semoga saja cocok diwajahku 
",Pore Armor,bintang 4,Yasri,Lebih dari 1 tahun lalu
"blm cobain, semoga cocok. agak bocor sedikit, tutupnya kurang rapat.",Theory of Everything,bintang 4,henny,Lebih dari 1 tahun lalu
"yang dioren abis, untung di sini masih ada, yauda sekalian cobain essense nya semoga cocok. semangat utk pejuang jerawat plus bekasnyaaa",Skin Game Bundle D (Theory of Everything & Acne Warrior),bintang 4,m***h,Lebih dari 1 tahun lalu
"cocok sm acne warrior & baru coba pink hero ini. packaging nya kurang, jadi barangnya pas dikirim jd penyok. tp overall bagus.",Skin Game Bundle Acne Fighter (Acne Warrior & Pink Hero),bintang 4,S***a,Lebih dari 1 tahun lalu
"lumayan untuk bikin jerawat kempes, tp memang ngga instan, harus rajin",Skin Game Acne Warrior,bintang 4,Darista,Lebih dari 1 tahun lalu
sayang harusnya dpt free kuas/spatula,Skin Game Pink Hero,bintang 4,F***a,Lebih dari 1 tahun lalu
"seller sangaaat ramah
fast respon
barang ori
tp sayang nya masker nya gak pakai bubble wrap, barang jd gak aman
kardus nya masker jg gak disalotip
jd takut kurang higyenis",Skin Game Pink Hero,bintang 4,Gratia,Lebih dari 1 tahun lalu
"pertama kali mencoba produk ini. semoga cocok di kulitku. 

untuk kemasan cantik sih menurutku. krn transparan jadi kita bisa liat isi produknya sudah mau habis atau tidak nihh.
tapi yang kurang dari penutupnya sih. miring sedikit bisa tumpah. pas beli kan ada penutup dalam, tapi kalau itu sudah dibuka agak degdegan juga kalau tonernya miring. 
bisa sih penutup kecil itu dipasang lagi. tapi kalau tiap mau pake kan jadi ribet rasanya.",Skin Game Kind Toner,bintang 4,M***a,Lebih dari 1 tahun lalu
entah kenapa obat totol jerawat ini ga cepet ngempesin jerawat akuuuu huhuhu,Skin Game Acne Warrior,bintang 4,Fiqrotul,Lebih dari 1 tahun lalu
Markicob. Semoga cocok👌,Acne Warrior,bintang 4,Restu,Lebih dari 1 tahun lalu
pengiriman ok... mudah mudahan cocok di jerawat ku.... sesuai reviewnya yg ok ok,Acne Warrior,bintang 4,Irma,Lebih dari 1 tahun lalu
baru pertama kali coba. semoga cocok.,Skin Game Daily Kind Moisturizer 50 ml,bintang 4,S***a,Lebih dari 1 tahun lalu
bru pertama kali coba. semoga cocok,Skin Game Kind Toner,bintang 4,S***a,Lebih dari 1 tahun lalu
over all bagus cuman waktu pengiriman ada bocor ,Theory of Everything,bintang 4,Timothy,Lebih dari 1 tahun lalu
kaget bgt baru nyampe lgsg buka dan mencet dari bawah karna mau cek teksturnya kayak apa taunya kl dipencet dari bawah isinya cmn segini.... but overall produknya bagus bgt!,Skin Game Bundle D (Theory of Everything & Acne Warrior),bintang 4,Putri,Lebih dari 1 tahun lalu
"Agak lama sih dianternya karena pihak ekspedinya salah tujuan, tapi untungnya dateng dengan selamat sampe tujuan. ya semoga ini cocok deh di aku",Acne Warrior,bintang 4,Astari,Lebih dari 1 tahun lalu
itu emang produknya lengket terus gabisa ke blend di kulit apa gimana masa gw pake blenong banget kaya orang jamuran ,Acne Warrior,bintang 4,Sulthan,Lebih dari 1 tahun lalu
Coba dulu …,Skin Game Acne Warrior,bintang 4,Rachmawati,Lebih dari 1 tahun lalu
semoga cocok. amiin,Acne Warrior,bintang 4,a***g,Lebih dari 1 tahun lalu
komedo + jerawat trus biasanya tu kalo skincare yg buat jerawat tu muka kadang suka buluk ini mah ngga pake ini mereda gaes,Skin Game Theory of Everything,bintang 4,R***i,Lebih dari 1 tahun lalu
sayang sekali gak merubah warna,Skin Game Dew Me Right Lip Oil 5 gr,bintang 4,Ranti,Lebih dari 1 tahun lalu
yang moisturizer cocok nya digunain buat sebelum pake make up berat,Skin Game Kindness Bundle (Kind Facial Wash & Kind Moisturizer),bintang 4,R***i,Lebih dari 1 tahun lalu
sayang sekali isinya ternyata gak full seluruh kemasan keisi. tapi produknya enak sih udah pake ini muka bersih seger tapi gak jadi kering,Skin Game Daily Kind Facial Wash,bintang 4,R***i,Lebih dari 1 tahun lalu
"hmm apa ya, lembab tp klo dipake daily on day light buat ku kurang cocok, sesuai saran lbh seeing dipake sblm tidur. ty seller.",Skin Game Dew Me Right Lip Oil 5 gr,bintang 4,N***i,Lebih dari 1 tahun lalu
"Pengirimannya agak sedikit lama juga yaa rehehe
",Acne Warrior,bintang 4,L***i,Lebih dari 1 tahun lalu
"Barang dari sellernya sebenernya cepet prosesnyaaa, tgl 27 sudah dikirim. tapi JASA EKSPEDISINYA kacau bgt. Baru sampe tgl 11, hampir 2 minggu. Jangan pake ekspedisi anter aja saran aku. Pakai jne/jt ajaaa. Aku udh complain tgl 5 nelfon ekspedisinya ttp gasampe sampe, dan tgl 8 aku complain lagi baru sampe hr ini tgl 11. Kalo dari sellernya, sellernya ramah ditanya juga bantu dgn baikk. Semoga cocok ",Acne Warrior,bintang 4,Athiyya,Lebih dari 1 tahun lalu
"Barang sampai dalam keadaan baik, sayang untuk cap nya waktu dibuka ternyata cukup mudah lepas",Skin Game Daily Kind Moisturizer,bintang 4,D***y,Lebih dari 1 tahun lalu
"Jerawat aku lebih sering muncul di dagu dan dahi. Obat ini di oles di wajah tiap malam sebelum tidur, jerawat sembuh 3-4 hari kemudian, namun aku merasa selalu ada muncul jerawat di bagian wajah lainnya, sehingga tiada hari tanpa totol obat ini di wajah. Yang sukanya ini ga buat kulit kering walopun bahannya bukan jenis yg lembut. Tetep semangat dan optimis wajah sembuh dari jerawat2 besar",Acne Warrior,bintang 4,A***a,Lebih dari 1 tahun lalu
baru pakai 4kali pemakaian di wajah berjerawat. untuk jerawat kecil langsung keluar lemaknya dalam semalam. kalau jerawat besar butuh lebih 3 hari untuk redainnya. bagusnya dikombinasi dengan produk untuk jerawat yang lain seperti masker dll.,Acne Warrior,bintang 4,Dyana,Lebih dari 1 tahun lalu
"tutupnya bocor :(((((((, mungkin bisa trial and error lg, diperbaiki cara menselotip tutupnya supaya tidak bocor",Theory of Everything,bintang 4,Jasmine,Lebih dari 1 tahun lalu
aslinya isinya cuma segini atau gimana ya kak?,Acne Warrior,bintang 4,S***a,Lebih dari 1 tahun lalu
Alhamdulillah boxnya udah pake yg kecil hehehe,Skin Game Acne Warrior,bintang 4,Mey,Lebih dari 1 tahun lalu
Tidak terlalu ampuh di kulit aku buat redain jerawatnya,Skin Game Acne Warrior 10 gr,bintang 4,E***a,Lebih dari 1 tahun lalu
"pengemasan cukup lama, tapi produknya luv",Theory of Everything,bintang 4,E***a,Lebih dari 1 tahun lalu
semoga aja mempan tapi kenapa kok kayak ngolesin foundation gtu..Bentuk nya clay..untung aja wangi..produk original..pengirimannya lumayan lama ..barang aman,Acne Warrior,bintang 4,daya,Lebih dari 1 tahun lalu
Aku kasih bintang 4 karna acne wariornya kurang ngefek di aku. Tapi pore armornya juara👍 mantab banget buat pori poriku yang segede mulut gunung api wkwk,Bundle A (1 Pore Armor & Acne Warrior),bintang 4,Jessica,Lebih dari 1 tahun lalu
"baru pakai dua kali dan memang baik kok produknya,, thankyouu",Acne Warrior,bintang 4,N***a,Lebih dari 1 tahun lalu
"Pengiriman cpt, khasiatnya blm terlalu keliatan biasa aja. Kudu sabar mungkin",Skin Game Pink Hero,bintang 4,Anitas,Lebih dari 1 tahun lalu
Proses pesanan cepat. Packaging rapi. Desainnya elegan 🌟. hanya pump nya saja susah dipakainya..,Skin Game Spot Guard Serum,bintang 4,S***i,Lebih dari 1 tahun lalu
Tetep berminyak,Skin Game Daily Kind Moisturizer,bintang 4,d***a,Lebih dari 1 tahun lalu
bagus suka warnanya cuma sayang aja udh minta ga pake bubble wrap tetep dipakein bubble 😭,Skin Game Happy Hue - Haha 10 gr,bintang 4,P***a,Lebih dari 1 tahun lalu
"Melembabkan, shiny, tidak lengket, wangi kayak lipstick, gk mengganggu",Skin Game Dew Me Right Lip Oil 5 gr,bintang 4,Z***a,Lebih dari 1 tahun lalu
"dikirim gapake bubble wrap sama sekali, seharusnya udh standar packing ya pake bubble+box ga perlu tulis di notes biar barang sampe dengan selamat...anyway semoga cocok sama skincarenya",Skin Game Theory of Everything,bintang 4,k***a,Lebih dari 1 tahun lalu
